Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes,genes_list,num_genes
ko00260,,,0.0,1000000000.0,99,81,K13745;K12972;K15893;K15783;K15784;K15785;K15786;K15634;K15635;K15633;K10674;K12524;K12525;K12526;K11440;K11529;K20498;K20801;K22305;K22982;K17217;K17103;K17755;K15918;K16066;K18896;K17989;K02437;K02203;K02204;K00639;K00643;K00600;K00605;K00613;K00499;K00872;K00865;K00928;K00830;K00831;K00836;K00133;K00130;K00108;K00003;K00018;K00090;K00049;K00058;K00060;K00382;K00273;K00274;K00304;K00305;K00306;K00315;K00303;K00302;K00301;K00276;K00281;K00282;K00283;K01620;K01834;K01694;K01695;K01696;K01697;K01733;K01758;K01752;K01753;K01754;K01079;K00998;K08688;K06718;K06001,K13745;K12972;K15893;K15783;K15784;K15785;K15786;K15634;K15635;K15633;K10674;K12524;K12525;K12526;K11440;K11529;K20498;K20801;K22305;K22982;K17217;K17103;K17755;K15918;K16066;K18896;K17989;K02437;K02203;K02204;K00639;K00643;K00600;K00605;K00613;K00499;K00872;K00865;K00928;K00830;K00831;K00836;K00133;K00130;K00108;K00003;K00018;K00090;K00049;K00058;K00060;K00382;K00273;K00274;K00304;K00305;K00306;K00315;K00303;K00302;K00301;K00276;K00281;K00282;K00283;K01620;K01834;K01694;K01695;K01696;K01697;K01733;K01758;K01752;K01753;K01754;K01079;K00998;K08688;K06718;K06001,"['K13745', 'K12972', 'K15893', 'K15783', 'K15784', 'K15785', 'K15786', 'K15634', 'K15635', 'K15633', 'K10674', 'K12524', 'K12525', 'K12526', 'K11440', 'K11529', 'K20498', 'K20801', 'K22305', 'K22982', 'K17217', 'K17103', 'K17755', 'K15918', 'K16066', 'K18896', 'K17989', 'K02437', 'K02203', 'K02204', 'K00639', 'K00643', 'K00600', 'K00605', 'K00613', 'K00499', 'K00872', 'K00865', 'K00928', 'K00830', 'K00831', 'K00836', 'K00133', 'K00130', 'K00108', 'K00003', 'K00018', 'K00090', 'K00049', 'K00058', 'K00060', 'K00382', 'K00273', 'K00274', 'K00304', 'K00305', 'K00306', 'K00315', 'K00303', 'K00302', 'K00301', 'K00276', 'K00281', 'K00282', 'K00283', 'K01620', 'K01834', 'K01694', 'K01695', 'K01696', 'K01697', 'K01733', 'K01758', 'K01752', 'K01753', 'K01754', 'K01079', 'K00998', 'K08688', 'K06718', 'K06001']",81
ko00270,,,0.0,1000000000.0,119,81,K14155;K12960;K14454;K14455;K11358;K11204;K10764;K12339;K12524;K12525;K12526;K19696;K20021;K23304;K22847;K22956;K21456;K17398;K17462;K17069;K17216;K17217;K17950;K16845;K16843;K16844;K16846;K18284;K17989;K01919;K01920;K00640;K00641;K00651;K00456;K00547;K00548;K00549;K00558;K00928;K00899;K00772;K00789;K00826;K00831;K00832;K00838;K00813;K00812;K00797;K00802;K00133;K00024;K00026;K00003;K00016;K00058;K01611;K01505;K01697;K01761;K01760;K01758;K01738;K01739;K01740;K01752;K01011;K01243;K01251;K07173;K09880;K09758;K08967;K08963;K08964;K08965;K08966;K08968;K08969;K05396,K14155;K12960;K14454;K14455;K11358;K11204;K10764;K12339;K12524;K12525;K12526;K19696;K20021;K23304;K22847;K22956;K21456;K17398;K17462;K17069;K17216;K17217;K17950;K16845;K16843;K16844;K16846;K18284;K17989;K01919;K01920;K00640;K00641;K00651;K00456;K00547;K00548;K00549;K00558;K00928;K00899;K00772;K00789;K00826;K00831;K00832;K00838;K00813;K00812;K00797;K00802;K00133;K00024;K00026;K00003;K00016;K00058;K01611;K01505;K01697;K01761;K01760;K01758;K01738;K01739;K01740;K01752;K01011;K01243;K01251;K07173;K09880;K09758;K08967;K08963;K08964;K08965;K08966;K08968;K08969;K05396,"['K14155', 'K12960', 'K14454', 'K14455', 'K11358', 'K11204', 'K10764', 'K12339', 'K12524', 'K12525', 'K12526', 'K19696', 'K20021', 'K23304', 'K22847', 'K22956', 'K21456', 'K17398', 'K17462', 'K17069', 'K17216', 'K17217', 'K17950', 'K16845', 'K16843', 'K16844', 'K16846', 'K18284', 'K17989', 'K01919', 'K01920', 'K00640', 'K00641', 'K00651', 'K00456', 'K00547', 'K00548', 'K00549', 'K00558', 'K00928', 'K00899', 'K00772', 'K00789', 'K00826', 'K00831', 'K00832', 'K00838', 'K00813', 'K00812', 'K00797', 'K00802', 'K00133', 'K00024', 'K00026', 'K00003', 'K00016', 'K00058', 'K01611', 'K01505', 'K01697', 'K01761', 'K01760', 'K01758', 'K01738', 'K01739', 'K01740', 'K01752', 'K01011', 'K01243', 'K01251', 'K07173', 'K09880', 'K09758', 'K08967', 'K08963', 'K08964', 'K08965', 'K08966', 'K08968', 'K08969', 'K05396']",81
ko00280,,,0.0,1000000000.0,70,55,K13766;K13524;K15036;K15037;K11263;K11410;K11381;K23146;K19312;K18660;K18661;K18662;K18472;K01907;K01965;K01966;K01968;K01969;K00626;K00632;K00822;K00826;K00140;K00128;K00188;K00187;K00186;K00166;K00167;K00022;K00020;K00382;K00248;K00249;K00253;K00263;K01640;K01641;K01825;K01847;K01848;K01849;K01692;K01782;K01029;K01028;K01027;K07508;K07511;K07513;K07250;K09699;K05605;K05606;K05607,K13766;K13524;K15036;K15037;K11263;K11410;K11381;K23146;K19312;K18660;K18661;K18662;K18472;K01907;K01965;K01966;K01968;K01969;K00626;K00632;K00822;K00826;K00140;K00128;K00188;K00187;K00186;K00166;K00167;K00022;K00020;K00382;K00248;K00249;K00253;K00263;K01640;K01641;K01825;K01847;K01848;K01849;K01692;K01782;K01029;K01028;K01027;K07508;K07511;K07513;K07250;K09699;K05605;K05606;K05607,"['K13766', 'K13524', 'K15036', 'K15037', 'K11263', 'K11410', 'K11381', 'K23146', 'K19312', 'K18660', 'K18661', 'K18662', 'K18472', 'K01907', 'K01965', 'K01966', 'K01968', 'K01969', 'K00626', 'K00632', 'K00822', 'K00826', 'K00140', 'K00128', 'K00188', 'K00187', 'K00186', 'K00166', 'K00167', 'K00022', 'K00020', 'K00382', 'K00248', 'K00249', 'K00253', 'K00263', 'K01640', 'K01641', 'K01825', 'K01847', 'K01848', 'K01849', 'K01692', 'K01782', 'K01029', 'K01028', 'K01027', 'K07508', 'K07511', 'K07513', 'K07250', 'K09699', 'K05605', 'K05606', 'K05607']",55
ko00281,,,0.0,1000000000.0,16,15,K13775;K13774;K13776;K13777;K13778;K13779;K12957;K11731;K19653;K00632;K00022;K01640;K01825;K01692;K01782,K13775;K13774;K13776;K13777;K13778;K13779;K12957;K11731;K19653;K00632;K00022;K01640;K01825;K01692;K01782,"['K13775', 'K13774', 'K13776', 'K13777', 'K13778', 'K13779', 'K12957', 'K11731', 'K19653', 'K00632', 'K00022', 'K01640', 'K01825', 'K01692', 'K01782']",15
ko00290,,,0.0,1000000000.0,19,17,K14260;K11258;K17989;K00826;K00835;K00052;K00053;K00263;K01649;K01652;K01653;K01687;K01702;K01703;K01704;K01754;K09011,K14260;K11258;K17989;K00826;K00835;K00052;K00053;K00263;K01649;K01652;K01653;K01687;K01702;K01703;K01704;K01754;K09011,"['K14260', 'K11258', 'K17989', 'K00826', 'K00835', 'K00052', 'K00053', 'K00263', 'K01649', 'K01652', 'K01653', 'K01687', 'K01702', 'K01703', 'K01704', 'K01754', 'K09011']",17
ko00300,,,0.0,1000000000.0,48,44,K14267;K15792;K10977;K10978;K10206;K12524;K12525;K12526;K17450;K17753;K16180;K16181;K16182;K16792;K16793;K01928;K01929;K03340;K00674;K00928;K00841;K00821;K00838;K00133;K00143;K00003;K00215;K00290;K00293;K01586;K01655;K01714;K01705;K01778;K01439;K05822;K05823;K05824;K05825;K05827;K05829;K05828;K05830;K05831,K14267;K15792;K10977;K10978;K10206;K12524;K12525;K12526;K17450;K17753;K16180;K16181;K16182;K16792;K16793;K01928;K01929;K03340;K00674;K00928;K00841;K00821;K00838;K00133;K00143;K00003;K00215;K00290;K00293;K01586;K01655;K01714;K01705;K01778;K01439;K05822;K05823;K05824;K05825;K05827;K05829;K05828;K05830;K05831,"['K14267', 'K15792', 'K10977', 'K10978', 'K10206', 'K12524', 'K12525', 'K12526', 'K17450', 'K17753', 'K16180', 'K16181', 'K16182', 'K16792', 'K16793', 'K01928', 'K01929', 'K03340', 'K00674', 'K00928', 'K00841', 'K00821', 'K00838', 'K00133', 'K00143', 'K00003', 'K00215', 'K00290', 'K00293', 'K01586', 'K01655', 'K01714', 'K01705', 'K01778', 'K01439', 'K05822', 'K05823', 'K05824', 'K05825', 'K05827', 'K05829', 'K05828', 'K05830', 'K05831']",44
ko00310,,,0.0,1000000000.0,89,39,K14268;K13609;K15736;K15737;K11422;K11423;K11427;K11430;K21672;K18804;K18011;K18012;K18013;K18014;K00626;K00658;K00468;K00824;K00135;K00137;K00128;K00022;K00382;K00252;K00306;K00290;K00293;K01582;K01506;K01844;K01825;K01843;K01692;K01782;K01034;K01035;K07511;K07250;K09251,K14268;K13609;K15736;K15737;K11422;K11423;K11427;K11430;K21672;K18804;K18011;K18012;K18013;K18014;K00626;K00658;K00468;K00824;K00135;K00137;K00128;K00022;K00382;K00252;K00306;K00290;K00293;K01582;K01506;K01844;K01825;K01843;K01692;K01782;K01034;K01035;K07511;K07250;K09251,"['K14268', 'K13609', 'K15736', 'K15737', 'K11422', 'K11423', 'K11427', 'K11430', 'K21672', 'K18804', 'K18011', 'K18012', 'K18013', 'K18014', 'K00626', 'K00658', 'K00468', 'K00824', 'K00135', 'K00137', 'K00128', 'K00022', 'K00382', 'K00252', 'K00306', 'K00290', 'K00293', 'K01582', 'K01506', 'K01844', 'K01825', 'K01843', 'K01692', 'K01782', 'K01034', 'K01035', 'K07511', 'K07250', 'K09251']",39
ko00311,,,0.0,1000000000.0,16,8,K12743;K17836;K19200;K00273;K01060;K01434;K04127;K04128,K12743;K17836;K19200;K00273;K01060;K01434;K04127;K04128,"['K12743', 'K17836', 'K19200', 'K00273', 'K01060', 'K01434', 'K04127', 'K04128']",8
ko00330,,,0.0,1000000000.0,112,82,K13821;K13747;K13746;K13367;K14454;K14455;K10793;K10794;K11358;K11142;K10536;K12251;K12252;K12253;K12254;K12255;K12256;K12658;K21060;K21061;K21062;K22548;K22549;K22550;K23121;K22842;K21672;K21624;K18123;K18384;K02626;K03365;K03343;K00613;K00657;K00673;K00491;K00472;K00931;K00933;K00934;K00840;K00819;K00824;K00813;K00812;K00797;K00802;K00137;K00147;K00128;K00273;K00274;K00316;K00318;K00286;K00294;K01611;K01583;K01584;K01585;K01581;K01470;K01473;K01474;K01476;K01480;K01484;K01485;K01777;K01750;K01426;K01259;K09470;K09471;K09472;K09473;K09251;K09123;K08688;K06447;K05526,K13821;K13747;K13746;K13367;K14454;K14455;K10793;K10794;K11358;K11142;K10536;K12251;K12252;K12253;K12254;K12255;K12256;K12658;K21060;K21061;K21062;K22548;K22549;K22550;K23121;K22842;K21672;K21624;K18123;K18384;K02626;K03365;K03343;K00613;K00657;K00673;K00491;K00472;K00931;K00933;K00934;K00840;K00819;K00824;K00813;K00812;K00797;K00802;K00137;K00147;K00128;K00273;K00274;K00316;K00318;K00286;K00294;K01611;K01583;K01584;K01585;K01581;K01470;K01473;K01474;K01476;K01480;K01484;K01485;K01777;K01750;K01426;K01259;K09470;K09471;K09472;K09473;K09251;K09123;K08688;K06447;K05526,"['K13821', 'K13747', 'K13746', 'K13367', 'K14454', 'K14455', 'K10793', 'K10794', 'K11358', 'K11142', 'K10536', 'K12251', 'K12252', 'K12253', 'K12254', 'K12255', 'K12256', 'K12658', 'K21060', 'K21061', 'K21062', 'K22548', 'K22549', 'K22550', 'K23121', 'K22842', 'K21672', 'K21624', 'K18123', 'K18384', 'K02626', 'K03365', 'K03343', 'K00613', 'K00657', 'K00673', 'K00491', 'K00472', 'K00931', 'K00933', 'K00934', 'K00840', 'K00819', 'K00824', 'K00813', 'K00812', 'K00797', 'K00802', 'K00137', 'K00147', 'K00128', 'K00273', 'K00274', 'K00316', 'K00318', 'K00286', 'K00294', 'K01611', 'K01583', 'K01584', 'K01585', 'K01581', 'K01470', 'K01473', 'K01474', 'K01476', 'K01480', 'K01484', 'K01485', 'K01777', 'K01750', 'K01426', 'K01259', 'K09470', 'K09471', 'K09472', 'K09473', 'K09251', 'K09123', 'K08688', 'K06447', 'K05526']",82
ko00331,,,0.0,1000000000.0,5,1,K12673,K12673,['K12673'],1
ko00332,,,0.0,1000000000.0,19,3,K18572;K00931;K00147,K18572;K00931;K00147,"['K18572', 'K00931', 'K00147']",3
ko00333,,,0.0,1000000000.0,20,9,K21778;K21780;K21784;K21787;K21788;K21792;K00645;K00208;K00059,K21778;K21780;K21784;K21787;K21788;K21792;K00645;K00208;K00059,"['K21778', 'K21780', 'K21784', 'K21787', 'K21788', 'K21792', 'K00645', 'K00208', 'K00059']",9
ko00340,,,0.0,1000000000.0,47,33,K13990;K14152;K11755;K19787;K20247;K17363;K18912;K18913;K02500;K02501;K02502;K00603;K00765;K00817;K00129;K00128;K00013;K00274;K01590;K01663;K01496;K01479;K01523;K01814;K01712;K01693;K01745;K01468;K01089;K01458;K04486;K05602;K05603,K13990;K14152;K11755;K19787;K20247;K17363;K18912;K18913;K02500;K02501;K02502;K00603;K00765;K00817;K00129;K00128;K00013;K00274;K01590;K01663;K01496;K01479;K01523;K01814;K01712;K01693;K01745;K01468;K01089;K01458;K04486;K05602;K05603,"['K13990', 'K14152', 'K11755', 'K19787', 'K20247', 'K17363', 'K18912', 'K18913', 'K02500', 'K02501', 'K02502', 'K00603', 'K00765', 'K00817', 'K00129', 'K00128', 'K00013', 'K00274', 'K01590', 'K01663', 'K01496', 'K01479', 'K01523', 'K01814', 'K01712', 'K01693', 'K01745', 'K01468', 'K01089', 'K01458', 'K04486', 'K05602', 'K05603']",33
ko00350,,,0.0,1000000000.0,81,48,K13953;K13954;K13574;K14454;K14455;K11358;K10774;K10219;K22330;K23109;K16164;K16171;K16165;K16163;K18933;K02509;K02510;K00484;K00505;K00483;K00450;K00451;K00455;K00457;K00817;K00832;K00838;K00813;K00812;K00135;K00151;K00129;K00121;K00001;K00055;K00270;K00274;K00276;K01593;K01668;K01555;K01557;K01826;K01800;K01801;K04072;K05821;K05921,K13953;K13954;K13574;K14454;K14455;K11358;K10774;K10219;K22330;K23109;K16164;K16171;K16165;K16163;K18933;K02509;K02510;K00484;K00505;K00483;K00450;K00451;K00455;K00457;K00817;K00832;K00838;K00813;K00812;K00135;K00151;K00129;K00121;K00001;K00055;K00270;K00274;K00276;K01593;K01668;K01555;K01557;K01826;K01800;K01801;K04072;K05821;K05921,"['K13953', 'K13954', 'K13574', 'K14454', 'K14455', 'K11358', 'K10774', 'K10219', 'K22330', 'K23109', 'K16164', 'K16171', 'K16165', 'K16163', 'K18933', 'K02509', 'K02510', 'K00484', 'K00505', 'K00483', 'K00450', 'K00451', 'K00455', 'K00457', 'K00817', 'K00832', 'K00838', 'K00813', 'K00812', 'K00135', 'K00151', 'K00129', 'K00121', 'K00001', 'K00055', 'K00270', 'K00274', 'K00276', 'K01593', 'K01668', 'K01555', 'K01557', 'K01826', 'K01800', 'K01801', 'K04072', 'K05821', 'K05921']",48
ko00360,,,0.0,1000000000.0,77,60,K12732;K13574;K15866;K14454;K14455;K10797;K11358;K10437;K23109;K18852;K18355;K18356;K18357;K18359;K18360;K18361;K18362;K02554;K02612;K02613;K02614;K02615;K02618;K02611;K02610;K02609;K01912;K00529;K00500;K00457;K00817;K00824;K00832;K00838;K00813;K00812;K00146;K00129;K00074;K00055;K00270;K00274;K00276;K00285;K01593;K01666;K01692;K01451;K01426;K04073;K03825;K03782;K05708;K05709;K05710;K05711;K05712;K05713;K05714;K05821,K12732;K13574;K15866;K14454;K14455;K10797;K11358;K10437;K23109;K18852;K18355;K18356;K18357;K18359;K18360;K18361;K18362;K02554;K02612;K02613;K02614;K02615;K02618;K02611;K02610;K02609;K01912;K00529;K00500;K00457;K00817;K00824;K00832;K00838;K00813;K00812;K00146;K00129;K00074;K00055;K00270;K00274;K00276;K00285;K01593;K01666;K01692;K01451;K01426;K04073;K03825;K03782;K05708;K05709;K05710;K05711;K05712;K05713;K05714;K05821,"['K12732', 'K13574', 'K15866', 'K14454', 'K14455', 'K10797', 'K11358', 'K10437', 'K23109', 'K18852', 'K18355', 'K18356', 'K18357', 'K18359', 'K18360', 'K18361', 'K18362', 'K02554', 'K02612', 'K02613', 'K02614', 'K02615', 'K02618', 'K02611', 'K02610', 'K02609', 'K01912', 'K00529', 'K00500', 'K00457', 'K00817', 'K00824', 'K00832', 'K00838', 'K00813', 'K00812', 'K00146', 'K00129', 'K00074', 'K00055', 'K00270', 'K00274', 'K00276', 'K00285', 'K01593', 'K01666', 'K01692', 'K01451', 'K01426', 'K04073', 'K03825', 'K03782', 'K05708', 'K05709', 'K05710', 'K05711', 'K05712', 'K05713', 'K05714', 'K05821']",60
ko00361,,,0.0,1000000000.0,41,15,K15238;K10676;K21607;K16242;K16246;K03381;K00446;K01560;K01561;K01563;K01856;K01061;K07104;K04098;K06912,K15238;K10676;K21607;K16242;K16246;K03381;K00446;K01560;K01561;K01563;K01856;K01061;K07104;K04098;K06912,"['K15238', 'K10676', 'K21607', 'K16242', 'K16246', 'K03381', 'K00446', 'K01560', 'K01561', 'K01563', 'K01856', 'K01061', 'K07104', 'K04098', 'K06912']",15
ko00362,,,0.0,1000000000.0,106,69,K13767;K14333;K15514;K10216;K10217;K10218;K10219;K10220;K10221;K20509;K20458;K20941;K23351;K23352;K22270;K16173;K16242;K16246;K16514;K16515;K19066;K18365;K18366;K02554;K03464;K03381;K00626;K00632;K00481;K00448;K00449;K00446;K00074;K00252;K01615;K01617;K01607;K01666;K01821;K01825;K01856;K01857;K01692;K01782;K01075;K01031;K01032;K01055;K07516;K07535;K07536;K07537;K07823;K07104;K04098;K04100;K04101;K04073;K04107;K04108;K04110;K04114;K04115;K04116;K04117;K05783;K05784;K05549;K05550,K13767;K14333;K15514;K10216;K10217;K10218;K10219;K10220;K10221;K20509;K20458;K20941;K23351;K23352;K22270;K16173;K16242;K16246;K16514;K16515;K19066;K18365;K18366;K02554;K03464;K03381;K00626;K00632;K00481;K00448;K00449;K00446;K00074;K00252;K01615;K01617;K01607;K01666;K01821;K01825;K01856;K01857;K01692;K01782;K01075;K01031;K01032;K01055;K07516;K07535;K07536;K07537;K07823;K07104;K04098;K04100;K04101;K04073;K04107;K04108;K04110;K04114;K04115;K04116;K04117;K05783;K05784;K05549;K05550,"['K13767', 'K14333', 'K15514', 'K10216', 'K10217', 'K10218', 'K10219', 'K10220', 'K10221', 'K20509', 'K20458', 'K20941', 'K23351', 'K23352', 'K22270', 'K16173', 'K16242', 'K16246', 'K16514', 'K16515', 'K19066', 'K18365', 'K18366', 'K02554', 'K03464', 'K03381', 'K00626', 'K00632', 'K00481', 'K00448', 'K00449', 'K00446', 'K00074', 'K00252', 'K01615', 'K01617', 'K01607', 'K01666', 'K01821', 'K01825', 'K01856', 'K01857', 'K01692', 'K01782', 'K01075', 'K01031', 'K01032', 'K01055', 'K07516', 'K07535', 'K07536', 'K07537', 'K07823', 'K07104', 'K04098', 'K04100', 'K04101', 'K04073', 'K04107', 'K04108', 'K04110', 'K04114', 'K04115', 'K04116', 'K04117', 'K05783', 'K05784', 'K05549', 'K05550']",69
ko00363,,,0.0,1000000000.0,2,1,K14520,K14520,['K14520'],1
ko00364,,,0.0,1000000000.0,18,9,K20807;K03381;K01856;K01721;K01061;K05783;K05784;K05549;K05550,K20807;K03381;K01856;K01721;K01061;K05783;K05784;K05549;K05550,"['K20807', 'K03381', 'K01856', 'K01721', 'K01061', 'K05783', 'K05784', 'K05549', 'K05550']",9
ko00365,,,0.0,1000000000.0,8,7,K16877;K16878;K16879;K16880;K16876;K16875;K16874,K16877;K16878;K16879;K16880;K16876;K16875;K16874,"['K16877', 'K16878', 'K16879', 'K16880', 'K16876', 'K16875', 'K16874']",7
ko00380,,,0.0,1000000000.0,80,36,K14263;K14264;K14338;K15067;K10217;K20807;K23109;K21801;K03392;K00626;K00658;K00486;K00452;K00453;K00463;K00838;K00128;K00022;K00382;K00252;K00274;K01593;K01667;K01501;K01556;K01825;K01721;K01692;K01782;K01426;K01432;K07511;K07130;K04103;K03781;K03782,K14263;K14264;K14338;K15067;K10217;K20807;K23109;K21801;K03392;K00626;K00658;K00486;K00452;K00453;K00463;K00838;K00128;K00022;K00382;K00252;K00274;K01593;K01667;K01501;K01556;K01825;K01721;K01692;K01782;K01426;K01432;K07511;K07130;K04103;K03781;K03782,"['K14263', 'K14264', 'K14338', 'K15067', 'K10217', 'K20807', 'K23109', 'K21801', 'K03392', 'K00626', 'K00658', 'K00486', 'K00452', 'K00453', 'K00463', 'K00838', 'K00128', 'K00022', 'K00382', 'K00252', 'K00274', 'K01593', 'K01667', 'K01501', 'K01556', 'K01825', 'K01721', 'K01692', 'K01782', 'K01426', 'K01432', 'K07511', 'K07130', 'K04103', 'K03781', 'K03782']",36
ko00400,,,0.0,1000000000.0,71,60,K13829;K13830;K13832;K13853;K14170;K14187;K13497;K13498;K13501;K13503;K15226;K14454;K14455;K11358;K11646;K17750;K17749;K16305;K16306;K00500;K00891;K00766;K00817;K00832;K00838;K00813;K00812;K00800;K00211;K00014;K00220;K00270;K01609;K01626;K01658;K01657;K01656;K01817;K01850;K01713;K01694;K01695;K01696;K01735;K01736;K09484;K04092;K04093;K05358;K04516;K04517;K04518;K03856;K03785;K03786;K06208;K06209;K05821;K05887;K06001,K13829;K13830;K13832;K13853;K14170;K14187;K13497;K13498;K13501;K13503;K15226;K14454;K14455;K11358;K11646;K17750;K17749;K16305;K16306;K00500;K00891;K00766;K00817;K00832;K00838;K00813;K00812;K00800;K00211;K00014;K00220;K00270;K01609;K01626;K01658;K01657;K01656;K01817;K01850;K01713;K01694;K01695;K01696;K01735;K01736;K09484;K04092;K04093;K05358;K04516;K04517;K04518;K03856;K03785;K03786;K06208;K06209;K05821;K05887;K06001,"['K13829', 'K13830', 'K13832', 'K13853', 'K14170', 'K14187', 'K13497', 'K13498', 'K13501', 'K13503', 'K15226', 'K14454', 'K14455', 'K11358', 'K11646', 'K17750', 'K17749', 'K16305', 'K16306', 'K00500', 'K00891', 'K00766', 'K00817', 'K00832', 'K00838', 'K00813', 'K00812', 'K00800', 'K00211', 'K00014', 'K00220', 'K00270', 'K01609', 'K01626', 'K01658', 'K01657', 'K01656', 'K01817', 'K01850', 'K01713', 'K01694', 'K01695', 'K01696', 'K01735', 'K01736', 'K09484', 'K04092', 'K04093', 'K05358', 'K04516', 'K04517', 'K04518', 'K03856', 'K03785', 'K03786', 'K06208', 'K06209', 'K05821', 'K05887', 'K06001']",60
ko00401,,,0.0,1000000000.0,30,12,K14187;K12719;K12701;K12703;K11358;K00817;K00832;K00838;K00813;K00812;K00220;K04517,K14187;K12719;K12701;K12703;K11358;K00817;K00832;K00838;K00813;K00812;K00220;K04517,"['K14187', 'K12719', 'K12701', 'K12703', 'K11358', 'K00817', 'K00832', 'K00838', 'K00813', 'K00812', 'K00220', 'K04517']",12
ko00402,,,0.0,1000000000.0,8,0,,,[''],1
ko00403,,,0.0,1000000000.0,13,0,,,[''],1
ko00404,,,0.0,1000000000.0,40,4,K14257;K14266;K16438;K18281,K14257;K14266;K16438;K18281,"['K14257', 'K14266', 'K16438', 'K18281']",4
ko00405,,,0.0,1000000000.0,16,10,K13063;K20940;K20257;K20260;K18003;K18002;K18000;K01658;K01657;K06998,K13063;K20940;K20257;K20260;K18003;K18002;K18000;K01658;K01657;K06998,"['K13063', 'K20940', 'K20257', 'K20260', 'K18003', 'K18002', 'K18000', 'K01658', 'K01657', 'K06998']",10
ko00440,,,0.0,1000000000.0,43,25,K12909;K12912;K09994;K20859;K21196;K20930;K19670;K21934;K03430;K00206;K01841;K00993;K00968;K00967;K00994;K09459;K05306;K03823;K05780;K06162;K06163;K06164;K06165;K06166;K06167,K12909;K12912;K09994;K20859;K21196;K20930;K19670;K21934;K03430;K00206;K01841;K00993;K00968;K00967;K00994;K09459;K05306;K03823;K05780;K06162;K06163;K06164;K06165;K06166;K06167,"['K12909', 'K12912', 'K09994', 'K20859', 'K21196', 'K20930', 'K19670', 'K21934', 'K03430', 'K00206', 'K01841', 'K00993', 'K00968', 'K00967', 'K00994', 'K09459', 'K05306', 'K03823', 'K05780', 'K06162', 'K06163', 'K06164', 'K06165', 'K06166', 'K06167']",25
ko00460,,,0.0,1000000000.0,36,14,K13051;K10816;K10815;K10814;K18282;K01914;K00600;K00681;K01501;K01455;K01424;K01188;K05349;K05350,K13051;K10816;K10815;K10814;K18282;K01914;K00600;K00681;K01501;K01455;K01424;K01188;K05349;K05350,"['K13051', 'K10816', 'K10815', 'K10814', 'K18282', 'K01914', 'K00600', 'K00681', 'K01501', 'K01455', 'K01424', 'K01188', 'K05349', 'K05350']",14
ko00471,,,0.0,1000000000.0,10,9,K23169;K23170;K23265;K01925;K01924;K00261;K01776;K01425;K05597,K23169;K23170;K23265;K01925;K01924;K00261;K01776;K01425;K05597,"['K23169', 'K23170', 'K23265', 'K01925', 'K01924', 'K00261', 'K01776', 'K01425', 'K05597']",9
ko00472,,,0.0,1000000000.0,9,8,K19744;K19746;K21672;K21898;K17899;K17898;K00824;K00273,K19744;K19746;K21672;K21898;K17899;K17898;K00824;K00273,"['K19744', 'K19746', 'K21672', 'K21898', 'K17899', 'K17898', 'K00824', 'K00273']",8
