Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes,genes_list,num_genes
ko04970,,,0.0,1000000000.0,64,5,K02677;K02183;K01539;K01176;K04345,K02677;K02183;K01539;K01176;K04345,"['K02677', 'K02183', 'K01539', 'K01176', 'K04345']",5
ko04971,,,0.0,1000000000.0,50,6,K02677;K02183;K01539;K04345;K04630;K05692,K02677;K02183;K01539;K04345;K04630;K05692,"['K02677', 'K02183', 'K01539', 'K04345', 'K04630', 'K05692']",6
ko04972,,,0.0,1000000000.0,69,9,K02677;K01539;K01176;K07836;K07901;K07904;K04392;K04513;K05853,K02677;K01539;K01176;K07836;K07901;K07904;K04392;K04513;K05853,"['K02677', 'K01539', 'K01176', 'K07836', 'K07901', 'K07904', 'K04392', 'K04513', 'K05853']",9
ko04973,,,0.0,1000000000.0,22,3,K00844;K01539;K01176,K00844;K01539;K01176,"['K00844', 'K01539', 'K01176']",3
ko04974,,,0.0,1000000000.0,66,10,K14211;K14209;K19719;K19720;K19721;K16628;K01539;K01278;K06236;K06237,K14211;K14209;K19719;K19720;K19721;K16628;K01539;K01278;K06236;K06237,"['K14211', 'K14209', 'K19719', 'K19720', 'K19721', 'K16628', 'K01539', 'K01278', 'K06236', 'K06237']",10
ko04975,,,0.0,1000000000.0,28,4,K13509;K14455;K14457;K00626,K13509;K14455;K14457;K00626,"['K13509', 'K14455', 'K14457', 'K00626']",4
ko04976,,,0.0,1000000000.0,62,6,K00021;K01539;K01253;K04345;K05666;K05658,K00021;K01539;K01253;K04345;K05666;K05658,"['K00021', 'K01539', 'K01253', 'K04345', 'K05666', 'K05658']",6
ko04977,,,0.0,1000000000.0,23,1,K05665,K05665,['K05665'],1
ko04978,,,0.0,1000000000.0,36,6,K14683;K14686;K14688;K17686;K01539;K07213,K14683;K14686;K14688;K17686;K01539;K07213,"['K14683', 'K14686', 'K14688', 'K17686', 'K01539', 'K07213']",6
ko04979,,,0.0,1000000000.0,49,5,K15040;K12385;K00637;K01052;K05770,K15040;K12385;K00637;K01052;K05770,"['K15040', 'K12385', 'K00637', 'K01052', 'K05770']",5
ko05010,,,0.0,1000000000.0,287,112,K15040;K10396;K21357;K17906;K17908;K16195;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K02183;K03237;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03115;K03083;K03097;K03032;K03030;K03029;K03028;K00914;K00134;K00414;K00415;K00416;K00417;K00419;K00420;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K01408;K07374;K07375;K07827;K07203;K09565;K08269;K08331;K08333;K08334;K08852;K08860;K08738;K04371;K04348;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04532;K03878;K03879;K03880;K03881;K03883;K03884;K06268;K06691;K06693;K05864;K05863;K05853,K15040;K10396;K21357;K17906;K17908;K16195;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K02183;K03237;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03115;K03083;K03097;K03032;K03030;K03029;K03028;K00914;K00134;K00414;K00415;K00416;K00417;K00419;K00420;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K01408;K07374;K07375;K07827;K07203;K09565;K08269;K08331;K08333;K08334;K08852;K08860;K08738;K04371;K04348;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04532;K03878;K03879;K03880;K03881;K03883;K03884;K06268;K06691;K06693;K05864;K05863;K05853,"['K15040', 'K10396', 'K21357', 'K17906', 'K17908', 'K16195', 'K02731', 'K02732', 'K02734', 'K02735', 'K02736', 'K02737', 'K02738', 'K02739', 'K02730', 'K02729', 'K02728', 'K02727', 'K02725', 'K02726', 'K02256', 'K02261', 'K02262', 'K02263', 'K02264', 'K02265', 'K02267', 'K02272', 'K02126', 'K02125', 'K02127', 'K02128', 'K02132', 'K02133', 'K02134', 'K02136', 'K02137', 'K02138', 'K02183', 'K03237', 'K03061', 'K03062', 'K03063', 'K03064', 'K03065', 'K03066', 'K03033', 'K03035', 'K03036', 'K03037', 'K03038', 'K03039', 'K03031', 'K03115', 'K03083', 'K03097', 'K03032', 'K03030', 'K03029', 'K03028', 'K00914', 'K00134', 'K00414', 'K00415', 'K00416', 'K00417', 'K00419', 'K00420', 'K00413', 'K00412', 'K00411', 'K00234', 'K00235', 'K00236', 'K00237', 'K01408', 'K07374', 'K07375', 'K07827', 'K07203', 'K09565', 'K08269', 'K08331', 'K08333', 'K08334', 'K08852', 'K08860', 'K08738', 'K04371', 'K04348', 'K03936', 'K03940', 'K03941', 'K03942', 'K03943', 'K03955', 'K03964', 'K03935', 'K03934', 'K04532', 'K03878', 'K03879', 'K03880', 'K03881', 'K03883', 'K03884', 'K06268', 'K06691', 'K06693', 'K05864', 'K05863', 'K05853']",112
ko05012,,,0.0,1000000000.0,194,104,K15040;K10396;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K02183;K03237;K03178;K02927;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03032;K03030;K02977;K03029;K03028;K00414;K00415;K00416;K00417;K00419;K00420;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K00274;K07374;K07375;K09565;K09490;K08155;K08852;K08860;K08738;K08770;K04345;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04630;K04554;K04555;K03671;K03878;K03879;K03880;K03881;K03883;K03884;K06691;K06693;K05687;K06030;K05863,K15040;K10396;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K02183;K03237;K03178;K02927;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03032;K03030;K02977;K03029;K03028;K00414;K00415;K00416;K00417;K00419;K00420;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K00274;K07374;K07375;K09565;K09490;K08155;K08852;K08860;K08738;K08770;K04345;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04630;K04554;K04555;K03671;K03878;K03879;K03880;K03881;K03883;K03884;K06691;K06693;K05687;K06030;K05863,"['K15040', 'K10396', 'K02731', 'K02732', 'K02734', 'K02735', 'K02736', 'K02737', 'K02738', 'K02739', 'K02730', 'K02729', 'K02728', 'K02727', 'K02725', 'K02726', 'K02256', 'K02261', 'K02262', 'K02263', 'K02264', 'K02265', 'K02267', 'K02272', 'K02126', 'K02125', 'K02127', 'K02128', 'K02132', 'K02133', 'K02134', 'K02136', 'K02137', 'K02138', 'K02183', 'K03237', 'K03178', 'K02927', 'K03061', 'K03062', 'K03063', 'K03064', 'K03065', 'K03066', 'K03033', 'K03035', 'K03036', 'K03037', 'K03038', 'K03039', 'K03031', 'K03032', 'K03030', 'K02977', 'K03029', 'K03028', 'K00414', 'K00415', 'K00416', 'K00417', 'K00419', 'K00420', 'K00413', 'K00412', 'K00411', 'K00234', 'K00235', 'K00236', 'K00237', 'K00274', 'K07374', 'K07375', 'K09565', 'K09490', 'K08155', 'K08852', 'K08860', 'K08738', 'K08770', 'K04345', 'K03936', 'K03940', 'K03941', 'K03942', 'K03943', 'K03955', 'K03964', 'K03935', 'K03934', 'K04630', 'K04554', 'K04555', 'K03671', 'K03878', 'K03879', 'K03880', 'K03881', 'K03883', 'K03884', 'K06691', 'K06693', 'K05687', 'K06030', 'K05863']",104
ko05014,,,0.0,1000000000.0,280,138,K14004;K14284;K14315;K14313;K14312;K14300;K14297;K14298;K14299;K14301;K14311;K14303;K14304;K14306;K14307;K14308;K14309;K14310;K12881;K12882;K13525;K10706;K10396;K11407;K11518;K21357;K22913;K17906;K17908;K16575;K18723;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K03237;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03032;K03030;K03029;K03028;K00914;K00414;K00415;K00416;K00417;K00419;K00420;K00432;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K07374;K07375;K07203;K07874;K09291;K09490;K08269;K08331;K08333;K08334;K07901;K08852;K08860;K08738;K04441;K04392;K04348;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04648;K04569;K04523;K04565;K03878;K03879;K03880;K03881;K03883;K03884;K03781;K06268;K06691;K06693;K05759;K05692,K14004;K14284;K14315;K14313;K14312;K14300;K14297;K14298;K14299;K14301;K14311;K14303;K14304;K14306;K14307;K14308;K14309;K14310;K12881;K12882;K13525;K10706;K10396;K11407;K11518;K21357;K22913;K17906;K17908;K16575;K18723;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K03237;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03032;K03030;K03029;K03028;K00914;K00414;K00415;K00416;K00417;K00419;K00420;K00432;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K07374;K07375;K07203;K07874;K09291;K09490;K08269;K08331;K08333;K08334;K07901;K08852;K08860;K08738;K04441;K04392;K04348;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04648;K04569;K04523;K04565;K03878;K03879;K03880;K03881;K03883;K03884;K03781;K06268;K06691;K06693;K05759;K05692,"['K14004', 'K14284', 'K14315', 'K14313', 'K14312', 'K14300', 'K14297', 'K14298', 'K14299', 'K14301', 'K14311', 'K14303', 'K14304', 'K14306', 'K14307', 'K14308', 'K14309', 'K14310', 'K12881', 'K12882', 'K13525', 'K10706', 'K10396', 'K11407', 'K11518', 'K21357', 'K22913', 'K17906', 'K17908', 'K16575', 'K18723', 'K02731', 'K02732', 'K02734', 'K02735', 'K02736', 'K02737', 'K02738', 'K02739', 'K02730', 'K02729', 'K02728', 'K02727', 'K02725', 'K02726', 'K02256', 'K02261', 'K02262', 'K02263', 'K02264', 'K02265', 'K02267', 'K02272', 'K02126', 'K02125', 'K02127', 'K02128', 'K02132', 'K02133', 'K02134', 'K02136', 'K02137', 'K02138', 'K03237', 'K03061', 'K03062', 'K03063', 'K03064', 'K03065', 'K03066', 'K03033', 'K03035', 'K03036', 'K03037', 'K03038', 'K03039', 'K03031', 'K03032', 'K03030', 'K03029', 'K03028', 'K00914', 'K00414', 'K00415', 'K00416', 'K00417', 'K00419', 'K00420', 'K00432', 'K00413', 'K00412', 'K00411', 'K00234', 'K00235', 'K00236', 'K00237', 'K07374', 'K07375', 'K07203', 'K07874', 'K09291', 'K09490', 'K08269', 'K08331', 'K08333', 'K08334', 'K07901', 'K08852', 'K08860', 'K08738', 'K04441', 'K04392', 'K04348', 'K03936', 'K03940', 'K03941', 'K03942', 'K03943', 'K03955', 'K03964', 'K03935', 'K03934', 'K04648', 'K04569', 'K04523', 'K04565', 'K03878', 'K03879', 'K03880', 'K03881', 'K03883', 'K03884', 'K03781', 'K06268', 'K06691', 'K06693', 'K05759', 'K05692']",138
ko05016,,,0.0,1000000000.0,229,121,K15040;K10396;K11644;K11827;K11824;K11826;K11830;K21357;K17906;K17908;K16575;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03120;K03032;K03030;K03029;K03012;K03013;K03014;K03015;K03016;K03017;K03028;K03011;K03010;K03009;K03008;K03006;K03007;K00914;K00414;K00415;K00416;K00417;K00419;K00420;K00432;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K07374;K07375;K07203;K09565;K08269;K08331;K08333;K08334;K08852;K08738;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04646;K04648;K04564;K04565;K03878;K03879;K03880;K03881;K03883;K03884;K06691;K06693;K06067;K05863,K15040;K10396;K11644;K11827;K11824;K11826;K11830;K21357;K17906;K17908;K16575;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03120;K03032;K03030;K03029;K03012;K03013;K03014;K03015;K03016;K03017;K03028;K03011;K03010;K03009;K03008;K03006;K03007;K00914;K00414;K00415;K00416;K00417;K00419;K00420;K00432;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K07374;K07375;K07203;K09565;K08269;K08331;K08333;K08334;K08852;K08738;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04646;K04648;K04564;K04565;K03878;K03879;K03880;K03881;K03883;K03884;K06691;K06693;K06067;K05863,"['K15040', 'K10396', 'K11644', 'K11827', 'K11824', 'K11826', 'K11830', 'K21357', 'K17906', 'K17908', 'K16575', 'K02731', 'K02732', 'K02734', 'K02735', 'K02736', 'K02737', 'K02738', 'K02739', 'K02730', 'K02729', 'K02728', 'K02727', 'K02725', 'K02726', 'K02256', 'K02261', 'K02262', 'K02263', 'K02264', 'K02265', 'K02267', 'K02272', 'K02126', 'K02125', 'K02127', 'K02128', 'K02132', 'K02133', 'K02134', 'K02136', 'K02137', 'K02138', 'K03061', 'K03062', 'K03063', 'K03064', 'K03065', 'K03066', 'K03033', 'K03035', 'K03036', 'K03037', 'K03038', 'K03039', 'K03031', 'K03120', 'K03032', 'K03030', 'K03029', 'K03012', 'K03013', 'K03014', 'K03015', 'K03016', 'K03017', 'K03028', 'K03011', 'K03010', 'K03009', 'K03008', 'K03006', 'K03007', 'K00914', 'K00414', 'K00415', 'K00416', 'K00417', 'K00419', 'K00420', 'K00432', 'K00413', 'K00412', 'K00411', 'K00234', 'K00235', 'K00236', 'K00237', 'K07374', 'K07375', 'K07203', 'K09565', 'K08269', 'K08331', 'K08333', 'K08334', 'K08852', 'K08738', 'K03936', 'K03940', 'K03941', 'K03942', 'K03943', 'K03955', 'K03964', 'K03935', 'K03934', 'K04646', 'K04648', 'K04564', 'K04565', 'K03878', 'K03879', 'K03880', 'K03881', 'K03883', 'K03884', 'K06691', 'K06693', 'K06067', 'K05863']",121
ko05017,,,0.0,1000000000.0,116,57,K14564;K15040;K11304;K21357;K23010;K17906;K17908;K17680;K19323;K02677;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03120;K03124;K03032;K03030;K03029;K03028;K00914;K07203;K09565;K08269;K08331;K08333;K08334;K08852;K08738;K08956;K06691;K06693;K05863;K05853,K14564;K15040;K11304;K21357;K23010;K17906;K17908;K17680;K19323;K02677;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03120;K03124;K03032;K03030;K03029;K03028;K00914;K07203;K09565;K08269;K08331;K08333;K08334;K08852;K08738;K08956;K06691;K06693;K05863;K05853,"['K14564', 'K15040', 'K11304', 'K21357', 'K23010', 'K17906', 'K17908', 'K17680', 'K19323', 'K02677', 'K02731', 'K02732', 'K02734', 'K02735', 'K02736', 'K02737', 'K02738', 'K02739', 'K02730', 'K02729', 'K02728', 'K02727', 'K02725', 'K02726', 'K03061', 'K03062', 'K03063', 'K03064', 'K03065', 'K03066', 'K03033', 'K03035', 'K03036', 'K03037', 'K03038', 'K03039', 'K03031', 'K03120', 'K03124', 'K03032', 'K03030', 'K03029', 'K03028', 'K00914', 'K07203', 'K09565', 'K08269', 'K08331', 'K08333', 'K08334', 'K08852', 'K08738', 'K08956', 'K06691', 'K06693', 'K05863', 'K05853']",57
ko05020,,,0.0,1000000000.0,209,101,K15040;K10396;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K03237;K03283;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03115;K03083;K03097;K03032;K03030;K03029;K03028;K00414;K00415;K00416;K00417;K00419;K00420;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K07374;K07375;K09553;K09565;K09490;K08860;K08738;K04441;K04392;K04371;K04345;K04348;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04565;K03878;K03879;K03880;K03881;K03883;K03884;K06268;K06691;K06693;K05863,K15040;K10396;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K03237;K03283;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03115;K03083;K03097;K03032;K03030;K03029;K03028;K00414;K00415;K00416;K00417;K00419;K00420;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K07374;K07375;K09553;K09565;K09490;K08860;K08738;K04441;K04392;K04371;K04345;K04348;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04565;K03878;K03879;K03880;K03881;K03883;K03884;K06268;K06691;K06693;K05863,"['K15040', 'K10396', 'K02731', 'K02732', 'K02734', 'K02735', 'K02736', 'K02737', 'K02738', 'K02739', 'K02730', 'K02729', 'K02728', 'K02727', 'K02725', 'K02726', 'K02256', 'K02261', 'K02262', 'K02263', 'K02264', 'K02265', 'K02267', 'K02272', 'K02126', 'K02125', 'K02127', 'K02128', 'K02132', 'K02133', 'K02134', 'K02136', 'K02137', 'K02138', 'K03237', 'K03283', 'K03061', 'K03062', 'K03063', 'K03064', 'K03065', 'K03066', 'K03033', 'K03035', 'K03036', 'K03037', 'K03038', 'K03039', 'K03031', 'K03115', 'K03083', 'K03097', 'K03032', 'K03030', 'K03029', 'K03028', 'K00414', 'K00415', 'K00416', 'K00417', 'K00419', 'K00420', 'K00413', 'K00412', 'K00411', 'K00234', 'K00235', 'K00236', 'K00237', 'K07374', 'K07375', 'K09553', 'K09565', 'K09490', 'K08860', 'K08738', 'K04441', 'K04392', 'K04371', 'K04345', 'K04348', 'K03936', 'K03940', 'K03941', 'K03942', 'K03943', 'K03955', 'K03964', 'K03935', 'K03934', 'K04565', 'K03878', 'K03879', 'K03880', 'K03881', 'K03883', 'K03884', 'K06268', 'K06691', 'K06693', 'K05863']",101
ko05022,,,0.0,1000000000.0,368,131,K13525;K15040;K10396;K11518;K21357;K22913;K17906;K17908;K16575;K02677;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K02183;K03237;K03178;K02927;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03115;K03083;K03097;K03032;K03030;K02977;K03029;K03028;K00914;K00414;K00415;K00416;K00417;K00419;K00420;K00432;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K07374;K07375;K07827;K07203;K07874;K09565;K09490;K08269;K08331;K08333;K08334;K07901;K08852;K08860;K08738;K08770;K04441;K04392;K04371;K04348;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04648;K04569;K04554;K04555;K04565;K03878;K03879;K03880;K03881;K03883;K03884;K03781;K06268;K06691;K06693;K05687;K06030;K05864;K05863;K05853,K13525;K15040;K10396;K11518;K21357;K22913;K17906;K17908;K16575;K02677;K02731;K02732;K02734;K02735;K02736;K02737;K02738;K02739;K02730;K02729;K02728;K02727;K02725;K02726;K02256;K02261;K02262;K02263;K02264;K02265;K02267;K02272;K02126;K02125;K02127;K02128;K02132;K02133;K02134;K02136;K02137;K02138;K02183;K03237;K03178;K02927;K03061;K03062;K03063;K03064;K03065;K03066;K03033;K03035;K03036;K03037;K03038;K03039;K03031;K03115;K03083;K03097;K03032;K03030;K02977;K03029;K03028;K00914;K00414;K00415;K00416;K00417;K00419;K00420;K00432;K00413;K00412;K00411;K00234;K00235;K00236;K00237;K07374;K07375;K07827;K07203;K07874;K09565;K09490;K08269;K08331;K08333;K08334;K07901;K08852;K08860;K08738;K08770;K04441;K04392;K04371;K04348;K03936;K03940;K03941;K03942;K03943;K03955;K03964;K03935;K03934;K04648;K04569;K04554;K04555;K04565;K03878;K03879;K03880;K03881;K03883;K03884;K03781;K06268;K06691;K06693;K05687;K06030;K05864;K05863;K05853,"['K13525', 'K15040', 'K10396', 'K11518', 'K21357', 'K22913', 'K17906', 'K17908', 'K16575', 'K02677', 'K02731', 'K02732', 'K02734', 'K02735', 'K02736', 'K02737', 'K02738', 'K02739', 'K02730', 'K02729', 'K02728', 'K02727', 'K02725', 'K02726', 'K02256', 'K02261', 'K02262', 'K02263', 'K02264', 'K02265', 'K02267', 'K02272', 'K02126', 'K02125', 'K02127', 'K02128', 'K02132', 'K02133', 'K02134', 'K02136', 'K02137', 'K02138', 'K02183', 'K03237', 'K03178', 'K02927', 'K03061', 'K03062', 'K03063', 'K03064', 'K03065', 'K03066', 'K03033', 'K03035', 'K03036', 'K03037', 'K03038', 'K03039', 'K03031', 'K03115', 'K03083', 'K03097', 'K03032', 'K03030', 'K02977', 'K03029', 'K03028', 'K00914', 'K00414', 'K00415', 'K00416', 'K00417', 'K00419', 'K00420', 'K00432', 'K00413', 'K00412', 'K00411', 'K00234', 'K00235', 'K00236', 'K00237', 'K07374', 'K07375', 'K07827', 'K07203', 'K07874', 'K09565', 'K09490', 'K08269', 'K08331', 'K08333', 'K08334', 'K07901', 'K08852', 'K08860', 'K08738', 'K08770', 'K04441', 'K04392', 'K04371', 'K04348', 'K03936', 'K03940', 'K03941', 'K03942', 'K03943', 'K03955', 'K03964', 'K03935', 'K03934', 'K04648', 'K04569', 'K04554', 'K04555', 'K04565', 'K03878', 'K03879', 'K03880', 'K03881', 'K03883', 'K03884', 'K03781', 'K06268', 'K06691', 'K06693', 'K05687', 'K06030', 'K05864', 'K05863', 'K05853']",131
ko05030,,,0.0,1000000000.0,39,5,K00274;K01593;K08155;K04345;K04630,K00274;K01593;K08155;K04345;K04630,"['K00274', 'K01593', 'K08155', 'K04345', 'K04630']",5
ko05031,,,0.0,1000000000.0,46,10,K02677;K02183;K00274;K01593;K08155;K04345;K04348;K06268;K06269;K06067,K02677;K02183;K00274;K01593;K08155;K04345;K04348;K06268;K06269;K06067,"['K02677', 'K02183', 'K00274', 'K01593', 'K08155', 'K04345', 'K04348', 'K06268', 'K06269', 'K06067']",10
ko05032,,,0.0,1000000000.0,64,5,K15015;K02677;K04345;K04630;K04536,K15015;K02677;K04345;K04630;K04536,"['K15015', 'K02677', 'K04345', 'K04630', 'K04536']",5
ko05033,,,0.0,1000000000.0,27,1,K15015,K15015,['K15015'],1
ko05034,,,0.0,1000000000.0,86,21,K15014;K11303;K11251;K11252;K11253;K11254;K11407;K11404;K02183;K03099;K00274;K01593;K07359;K07827;K08155;K04371;K04345;K04630;K04536;K06269;K06067,K15014;K11303;K11251;K11252;K11253;K11254;K11407;K11404;K02183;K03099;K00274;K01593;K07359;K07827;K08155;K04371;K04345;K04630;K04536;K06269;K06067,"['K15014', 'K11303', 'K11251', 'K11252', 'K11253', 'K11254', 'K11407', 'K11404', 'K02183', 'K03099', 'K00274', 'K01593', 'K07359', 'K07827', 'K08155', 'K04371', 'K04345', 'K04630', 'K04536', 'K06269', 'K06067']",21
ko05100,,,0.0,1000000000.0,76,24,K13925;K13735;K13734;K13730;K13731;K13732;K13733;K12785;K13085;K13285;K13287;K17260;K16938;K18584;K04393;K04392;K04513;K04646;K05758;K05757;K05754;K05755;K05756;K05692,K13925;K13735;K13734;K13730;K13731;K13732;K13733;K12785;K13085;K13285;K13287;K17260;K16938;K18584;K04393;K04392;K04513;K04646;K05758;K05757;K05754;K05755;K05756;K05692,"['K13925', 'K13735', 'K13734', 'K13730', 'K13731', 'K13732', 'K13733', 'K12785', 'K13085', 'K13285', 'K13287', 'K17260', 'K16938', 'K18584', 'K04393', 'K04392', 'K04513', 'K04646', 'K05758', 'K05757', 'K05754', 'K05755', 'K05756', 'K05692']",24
ko05110,,,0.0,1000000000.0,49,24,K10932;K10949;K10953;K10954;K10956;K21712;K02677;K02144;K02145;K02146;K02147;K02148;K02149;K02150;K02151;K02152;K02154;K02155;K07342;K09481;K07937;K08604;K04345;K05692,K10932;K10949;K10953;K10954;K10956;K21712;K02677;K02144;K02145;K02146;K02147;K02148;K02149;K02150;K02151;K02152;K02154;K02155;K07342;K09481;K07937;K08604;K04345;K05692,"['K10932', 'K10949', 'K10953', 'K10954', 'K10956', 'K21712', 'K02677', 'K02144', 'K02145', 'K02146', 'K02147', 'K02148', 'K02149', 'K02150', 'K02151', 'K02152', 'K02154', 'K02155', 'K07342', 'K09481', 'K07937', 'K08604', 'K04345', 'K05692']",24
ko05120,,,0.0,1000000000.0,91,20,K14048;K02144;K02145;K02146;K02147;K02148;K02149;K02150;K02151;K02152;K02154;K02155;K03196;K03191;K01428;K08303;K04393;K04409;K04441;K04392,K14048;K02144;K02145;K02146;K02147;K02148;K02149;K02150;K02151;K02152;K02154;K02155;K03196;K03191;K01428;K08303;K04393;K04409;K04441;K04392,"['K14048', 'K02144', 'K02145', 'K02146', 'K02147', 'K02148', 'K02149', 'K02150', 'K02151', 'K02152', 'K02154', 'K02155', 'K03196', 'K03191', 'K01428', 'K08303', 'K04393', 'K04409', 'K04441', 'K04392']",20
